assoc_idx,sup_idx,Associate,Associate Email,Associate State,Associate License,Associate Availability,Supervisor,Supervisor Email,Supervisor State,Who can you supervise?,Supervisor Availability,Capacity,AvailabilityOverlap,AvailabilityScore,Label,Reason
128,118,Cameron Brooks,cameron.brooks@sample.org,MO,Marriage and Family Therapist,"Tuesday 11:00 AM, Tuesday 1:30 PM, Tuesday 4:30 PM, Wednesday 12:00 PM, Wednesday 4:30 PM, Thursday 9:30 AM, Thursday 1:30 PM, Thursday 4:00 PM, Friday 9:00 AM",Drew Cooper,drew.cooper@sample.org,MO,"Social Worker, Marriage and Family Therapist","Monday 8:00 AM, Monday 9:00 AM, Monday 3:30 PM, Monday 4:00 PM, Monday 4:30 PM, Tuesday 8:30 AM, Tuesday 11:30 AM, Tuesday 4:30 PM, Wednesday 9:00 AM, Wednesday 12:00 PM, Wednesday 4:30 PM, Thursday 10:00 AM, Thursday 10:30 AM, Thursday 6:00 PM, Friday 9:00 AM, Friday 12:00 PM, Friday 12:30 PM, Friday 2:00 PM",6,4,0.7369802162254939,0,sampled_negative
129,9,Alex Cooper,alex.cooper@example.com,"OK, TN, RI",Marriage and Family Therapist,"Monday 12:00 PM, Monday 2:30 PM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 5:30 PM, Thursday 5:00 PM, Friday 9:30 AM",Riley Wilson,riley.wilson@sample.org,TN,"Psychologist, Marriage and Family Therapist","Monday 8:00 AM, Monday 9:00 AM, Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 12:30 PM, Monday 3:30 PM, Tuesday 11:30 AM, Tuesday 12:00 PM, Tuesday 1:00 PM, Wednesday 8:00 AM, Wednesday 8:30 AM, Thursday 9:00 AM, Thursday 11:30 AM, Thursday 2:00 PM, Thursday 4:30 PM, Friday 11:00 AM",5,2,0.710848643080632,1,good_match
129,27,Alex Cooper,alex.cooper@example.com,"OK, TN, RI",Marriage and Family Therapist,"Monday 12:00 PM, Monday 2:30 PM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 5:30 PM, Thursday 5:00 PM, Friday 9:30 AM",Kendall Martinez,kendall.martinez@sample.org,OK,"Counselor, Marriage and Family Therapist","Monday 12:30 PM, Tuesday 12:30 PM, Tuesday 1:00 PM, Tuesday 2:00 PM, Tuesday 2:30 PM, Tuesday 3:00 PM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 3:30 PM, Wednesday 6:00 PM, Thursday 9:30 AM, Thursday 4:30 PM, Thursday 5:00 PM, Friday 11:30 AM, Friday 2:00 PM, Friday 3:00 PM, Friday 3:30 PM",6,2,0.8474849992747822,0,sampled_negative
129,42,Alex Cooper,alex.cooper@example.com,"OK, TN, RI",Marriage and Family Therapist,"Monday 12:00 PM, Monday 2:30 PM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 5:30 PM, Thursday 5:00 PM, Friday 9:30 AM",Emerson Bailey,emerson.bailey@sample.org,RI,"Marriage and Family Therapist, Social Worker","Monday 12:30 PM, Tuesday 12:00 PM, Tuesday 2:00 PM, Tuesday 3:30 PM, Wednesday 4:00 PM, Thursday 2:00 PM, Thursday 4:30 PM, Friday 8:00 AM, Friday 9:30 AM, Friday 10:30 AM, Friday 11:00 AM, Friday 4:00 PM, Friday 4:30 PM",3,1,0.7665942903503148,1,good_match
129,52,Alex Cooper,alex.cooper@example.com,"OK, TN, RI",Marriage and Family Therapist,"Monday 12:00 PM, Monday 2:30 PM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 5:30 PM, Thursday 5:00 PM, Friday 9:30 AM",Reese Davis,reese.davis@mail.net,TN,Marriage and Family Therapist,"Monday 10:00 AM, Monday 12:00 PM, Monday 1:30 PM, Monday 2:00 PM, Tuesday 12:00 PM, Tuesday 12:30 PM, Tuesday 3:30 PM, Tuesday 5:30 PM, Wednesday 11:00 AM, Wednesday 2:30 PM, Wednesday 6:00 PM, Thursday 11:00 AM, Thursday 4:00 PM, Thursday 4:30 PM, Friday 9:30 AM, Friday 11:30 AM, Friday 1:30 PM, Friday 2:30 PM",2,2,0.8062838298875523,1,good_match
129,68,Alex Cooper,alex.cooper@example.com,"OK, TN, RI",Marriage and Family Therapist,"Monday 12:00 PM, Monday 2:30 PM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 5:30 PM, Thursday 5:00 PM, Friday 9:30 AM",Reese Brooks,reese.brooks@mail.net,TN,"Social Worker, Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 5:00 PM, Tuesday 9:00 AM, Tuesday 2:30 PM, Tuesday 5:00 PM, Wednesday 8:30 AM, Wednesday 9:00 AM, Thursday 12:30 PM, Friday 10:30 AM, Friday 2:30 PM",2,1,0.7622800336609112,1,good_match
129,93,Alex Cooper,alex.cooper@example.com,"OK, TN, RI",Marriage and Family Therapist,"Monday 12:00 PM, Monday 2:30 PM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 5:30 PM, Thursday 5:00 PM, Friday 9:30 AM",Kendall Lee,kendall.lee@mail.net,OK,Marriage and Family Therapist,"Monday 12:30 PM, Monday 3:30 PM, Monday 4:30 PM, Tuesday 8:30 AM, Tuesday 10:00 AM, Tuesday 11:00 AM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 3:30 PM, Wednesday 6:00 PM, Thursday 3:30 PM, Friday 10:00 AM, Friday 11:00 AM, Friday 11:30 AM",4,0,0.6776218890205203,1,good_match
129,103,Alex Cooper,alex.cooper@example.com,"OK, TN, RI",Marriage and Family Therapist,"Monday 12:00 PM, Monday 2:30 PM, Tuesday 3:00 PM, Tuesday 6:00 PM, Wednesday 8:30 AM, Wednesday 5:30 PM, Thursday 5:00 PM, Friday 9:30 AM",Hayden Gonzalez,hayden.gonzalez@mail.net,RI,"Counselor, Psychologist, Marriage and Family Therapist","Tuesday 4:30 PM, Wednesday 8:30 AM, Wednesday 12:00 PM, Wednesday 6:00 PM, Thursday 8:30 AM, Thursday 9:00 AM, Thursday 10:30 AM, Thursday 12:30 PM, Thursday 2:00 PM, Thursday 3:30 PM, Friday 11:00 AM, Friday 1:00 PM",2,1,0.6878011789635159,1,good_match
130,22,Finley Davis,finley.davis@sample.org,VA,Marriage and Family Therapist,"Monday 11:30 AM, Monday 5:30 PM, Tuesday 12:30 PM, Thursday 9:30 AM, Friday 2:30 PM, Friday 5:00 PM, Friday 5:30 PM",Casey Bennett,casey.bennett@example.com,VA,"Social Worker, Marriage and Family Therapist","Monday 12:00 PM, Monday 3:30 PM, Tuesday 10:00 AM, Tuesday 4:30 PM, Tuesday 5:00 PM, Tuesday 5:30 PM, Tuesday 6:00 PM, Wednesday 8:00 AM, Wednesday 10:00 AM, Wednesday 1:00 PM, Wednesday 2:30 PM, Thursday 8:30 AM, Thursday 4:00 PM, Friday 8:00 AM, Friday 8:30 AM, Friday 9:30 AM, Friday 12:00 PM, Friday 1:00 PM",4,0,0.642053764731498,1,good_match
131,50,Jamie Bailey,jamie.bailey@mail.net,MA,Counselor,"Monday 9:30 AM, Monday 10:00 AM, Tuesday 2:00 PM, Tuesday 4:00 PM, Wednesday 11:30 AM, Wednesday 12:30 PM, Wednesday 1:30 PM, Thursday 8:00 AM, Thursday 1:30 PM, Thursday 6:00 PM, Friday 1:00 PM",Sam Davis,sam.davis@mail.net,MA,Counselor,"Monday 10:30 AM, Monday 5:30 PM, Tuesday 12:00 PM, Tuesday 5:30 PM, Wednesday 11:00 AM, Wednesday 11:30 AM, Wednesday 1:00 PM, Wednesday 5:00 PM, Thursday 8:00 AM, Thursday 6:00 PM, Friday 8:00 AM, Friday 11:00 AM, Friday 1:30 PM, Friday 3:30 PM, Friday 4:30 PM, Friday 5:30 PM",3,3,0.7833592027710329,1,good_match
131,63,Jamie Bailey,jamie.bailey@mail.net,MA,Counselor,"Monday 9:30 AM, Monday 10:00 AM, Tuesday 2:00 PM, Tuesday 4:00 PM, Wednesday 11:30 AM, Wednesday 12:30 PM, Wednesday 1:30 PM, Thursday 8:00 AM, Thursday 1:30 PM, Thursday 6:00 PM, Friday 1:00 PM",Riley Ramirez,riley.ramirez@example.com,"PA, MA",Counselor,"Monday 11:00 AM, Monday 12:00 PM, Monday 3:00 PM, Monday 4:00 PM, Wednesday 10:00 AM, Wednesday 1:30 PM, Wednesday 3:30 PM, Wednesday 5:00 PM, Thursday 9:00 AM, Thursday 10:00 AM, Thursday 2:00 PM, Friday 1:00 PM, Friday 1:30 PM, Friday 3:30 PM",6,2,0.770065317540019,1,good_match
132,47,Morgan Clark,morgan.clark@mail.net,IL,Marriage and Family Therapist,"Tuesday 11:30 AM, Tuesday 4:30 PM, Wednesday 9:30 AM, Wednesday 5:00 PM, Thursday 8:30 AM, Thursday 10:30 AM, Thursday 5:00 PM, Friday 8:30 AM, Friday 9:30 AM, Friday 11:30 AM, Friday 4:00 PM",Alex Bennett,alex.bennett@sample.org,IL,"Marriage and Family Therapist, Psychologist, Counselor","Monday 9:30 AM, Monday 11:00 AM, Monday 3:30 PM, Monday 4:00 PM, Tuesday 10:30 AM, Tuesday 12:30 PM, Tuesday 2:30 PM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 6:00 PM, Thursday 11:30 AM, Thursday 3:00 PM, Thursday 4:30 PM, Friday 10:30 AM, Friday 11:00 AM, Friday 2:30 PM, Friday 5:00 PM",6,0,0.7344342729235342,0,sampled_negative
133,27,Casey Parker,casey.parker@example.com,OK,Counselor,"Monday 2:00 PM, Monday 4:00 PM, Tuesday 2:00 PM, Wednesday 5:00 PM, Thursday 12:00 PM, Friday 12:00 PM, Friday 1:00 PM, Friday 5:30 PM",Kendall Martinez,kendall.martinez@sample.org,OK,"Counselor, Marriage and Family Therapist","Monday 12:30 PM, Tuesday 12:30 PM, Tuesday 1:00 PM, Tuesday 2:00 PM, Tuesday 2:30 PM, Tuesday 3:00 PM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 3:30 PM, Wednesday 6:00 PM, Thursday 9:30 AM, Thursday 4:30 PM, Thursday 5:00 PM, Friday 11:30 AM, Friday 2:00 PM, Friday 3:00 PM, Friday 3:30 PM",6,1,0.7474249497092837,0,sampled_negative
133,36,Casey Parker,casey.parker@example.com,OK,Counselor,"Monday 2:00 PM, Monday 4:00 PM, Tuesday 2:00 PM, Wednesday 5:00 PM, Thursday 12:00 PM, Friday 12:00 PM, Friday 1:00 PM, Friday 5:30 PM",Emerson Rivera,emerson.rivera@mail.net,OK,Counselor,"Tuesday 12:30 PM, Wednesday 1:00 PM, Wednesday 3:30 PM, Wednesday 5:00 PM, Wednesday 6:00 PM, Thursday 12:00 PM, Thursday 5:30 PM, Friday 10:00 AM, Friday 11:30 AM, Friday 12:00 PM, Friday 2:30 PM",2,3,0.7868047386157503,1,good_match
133,62,Casey Parker,casey.parker@example.com,OK,Counselor,"Monday 2:00 PM, Monday 4:00 PM, Tuesday 2:00 PM, Wednesday 5:00 PM, Thursday 12:00 PM, Friday 12:00 PM, Friday 1:00 PM, Friday 5:30 PM",Alex Garcia,alex.garcia@example.com,OK,Counselor,"Monday 8:00 AM, Monday 3:00 PM, Monday 4:00 PM, Monday 5:00 PM, Tuesday 8:30 AM, Tuesday 1:30 PM, Tuesday 3:00 PM, Wednesday 8:00 AM, Thursday 11:00 AM, Thursday 2:30 PM, Friday 3:30 PM, Friday 4:00 PM, Friday 5:00 PM",2,1,0.8192884050219447,1,good_match
133,115,Casey Parker,casey.parker@example.com,OK,Counselor,"Monday 2:00 PM, Monday 4:00 PM, Tuesday 2:00 PM, Wednesday 5:00 PM, Thursday 12:00 PM, Friday 12:00 PM, Friday 1:00 PM, Friday 5:30 PM",Finley Nguyen,finley.nguyen@sample.org,OK,"Counselor, Social Worker","Monday 11:30 AM, Monday 12:30 PM, Monday 3:00 PM, Tuesday 10:00 AM, Wednesday 10:00 AM, Wednesday 3:30 PM, Thursday 8:30 AM, Thursday 10:00 AM, Thursday 11:30 AM, Thursday 12:30 PM, Friday 11:00 AM",3,0,0.44063050434689216,1,good_match
137,44,Drew Brooks,drew.brooks@example.com,NY,Marriage and Family Therapist,"Monday 8:00 AM, Monday 11:30 AM, Tuesday 8:00 AM, Tuesday 8:30 AM, Tuesday 10:30 AM, Tuesday 3:00 PM, Tuesday 5:30 PM, Wednesday 3:30 PM, Thursday 5:00 PM, Friday 2:30 PM, Friday 3:30 PM",Jordan Bailey,jordan.bailey@sample.org,NY,"Social Worker, Marriage and Family Therapist","Monday 9:30 AM, Monday 1:30 PM, Tuesday 12:00 PM, Tuesday 1:30 PM, Tuesday 6:00 PM, Wednesday 2:30 PM, Thursday 1:00 PM, Thursday 3:00 PM, Friday 9:00 AM, Friday 1:00 PM",2,0,0.6694816118808747,1,good_match
137,46,Drew Brooks,drew.brooks@example.com,NY,Marriage and Family Therapist,"Monday 8:00 AM, Monday 11:30 AM, Tuesday 8:00 AM, Tuesday 8:30 AM, Tuesday 10:30 AM, Tuesday 3:00 PM, Tuesday 5:30 PM, Wednesday 3:30 PM, Thursday 5:00 PM, Friday 2:30 PM, Friday 3:30 PM",Alex Jenkins,alex.jenkins@sample.org,NY,"Psychologist, Marriage and Family Therapist","Monday 8:00 AM, Monday 1:30 PM, Monday 3:00 PM, Tuesday 1:30 PM, Tuesday 5:30 PM, Tuesday 6:00 PM, Wednesday 12:30 PM, Wednesday 4:00 PM, Thursday 9:00 AM, Friday 3:00 PM",6,2,0.7066937085930721,1,good_match
137,89,Drew Brooks,drew.brooks@example.com,NY,Marriage and Family Therapist,"Monday 8:00 AM, Monday 11:30 AM, Tuesday 8:00 AM, Tuesday 8:30 AM, Tuesday 10:30 AM, Tuesday 3:00 PM, Tuesday 5:30 PM, Wednesday 3:30 PM, Thursday 5:00 PM, Friday 2:30 PM, Friday 3:30 PM",Riley Bennett,riley.bennett@sample.org,NY,"Psychologist, Counselor, Marriage and Family Therapist","Monday 1:00 PM, Monday 2:30 PM, Tuesday 9:00 AM, Tuesday 4:00 PM, Tuesday 6:00 PM, Wednesday 2:00 PM, Wednesday 2:30 PM, Thursday 11:00 AM, Thursday 3:00 PM, Friday 8:00 AM, Friday 12:30 PM",5,0,0.6674729685726801,1,good_match
138,44,Riley Hernandez,riley.hernandez@mail.net,NY,Social Worker,"Wednesday 11:30 AM, Wednesday 12:30 PM, Wednesday 2:00 PM, Wednesday 2:30 PM, Wednesday 5:30 PM, Thursday 3:30 PM, Thursday 5:00 PM",Jordan Bailey,jordan.bailey@sample.org,NY,"Social Worker, Marriage and Family Therapist","Monday 9:30 AM, Monday 1:30 PM, Tuesday 12:00 PM, Tuesday 1:30 PM, Tuesday 6:00 PM, Wednesday 2:30 PM, Thursday 1:00 PM, Thursday 3:00 PM, Friday 9:00 AM, Friday 1:00 PM",2,1,0.616571595740405,1,good_match
138,54,Riley Hernandez,riley.hernandez@mail.net,NY,Social Worker,"Wednesday 11:30 AM, Wednesday 12:30 PM, Wednesday 2:00 PM, Wednesday 2:30 PM, Wednesday 5:30 PM, Thursday 3:30 PM, Thursday 5:00 PM",Elliot Rivera,elliot.rivera@mail.net,NY,"Counselor, Social Worker, Psychologist","Monday 8:30 AM, Monday 12:30 PM, Monday 6:00 PM, Tuesday 1:30 PM, Tuesday 3:30 PM, Wednesday 9:00 AM, Wednesday 3:00 PM, Wednesday 4:00 PM, Wednesday 4:30 PM, Thursday 11:00 AM, Thursday 2:00 PM, Friday 8:30 AM, Friday 9:00 AM, Friday 5:00 PM",5,0,0.7125433875404701,1,good_match
139,47,Drew Jenkins,drew.jenkins@example.com,IL,Marriage and Family Therapist,"Monday 9:00 AM, Tuesday 9:30 AM, Tuesday 6:00 PM, Thursday 10:00 AM, Friday 9:00 AM, Friday 2:00 PM",Alex Bennett,alex.bennett@sample.org,IL,"Marriage and Family Therapist, Psychologist, Counselor","Monday 9:30 AM, Monday 11:00 AM, Monday 3:30 PM, Monday 4:00 PM, Tuesday 10:30 AM, Tuesday 12:30 PM, Tuesday 2:30 PM, Tuesday 3:30 PM, Wednesday 3:00 PM, Wednesday 6:00 PM, Thursday 11:30 AM, Thursday 3:00 PM, Thursday 4:30 PM, Friday 10:30 AM, Friday 11:00 AM, Friday 2:30 PM, Friday 5:00 PM",6,0,0.5450317556667426,1,good_match
141,116,Quinn Lopez,quinn.lopez@sample.org,ND,Marriage and Family Therapist,"Monday 4:30 PM, Tuesday 8:00 AM, Tuesday 9:30 AM, Wednesday 8:30 AM, Wednesday 9:30 AM, Wednesday 6:00 PM, Friday 9:30 AM, Friday 2:00 PM, Friday 5:30 PM",Quinn Brown,quinn.brown@example.com,ND,"Social Worker, Marriage and Family Therapist","Monday 11:30 AM, Monday 1:30 PM, Monday 4:00 PM, Wednesday 1:30 PM, Wednesday 3:30 PM, Wednesday 4:00 PM, Wednesday 6:00 PM, Thursday 9:00 AM, Thursday 12:00 PM, Thursday 12:30 PM, Thursday 1:30 PM, Friday 11:30 AM, Friday 5:30 PM",4,2,0.6140532364466773,1,good_match
142,10,Morgan Lopez,morgan.lopez@sample.org,"WA, FL",Counselor,"Monday 9:00 AM, Monday 10:00 AM, Monday 3:30 PM, Tuesday 8:00 AM, Wednesday 10:00 AM, Wednesday 11:00 AM, Thursday 8:30 AM, Thursday 2:00 PM, Thursday 6:00 PM, Friday 11:30 AM, Friday 4:30 PM",Harper Bailey,harper.bailey@example.com,WA,"Psychologist, Social Worker, Counselor","Monday 11:00 AM, Monday 11:30 AM, Monday 2:00 PM, Tuesday 9:30 AM, Wednesday 8:30 AM, Wednesday 9:30 AM, Wednesday 12:30 PM, Wednesday 1:00 PM, Wednesday 2:00 PM, Wednesday 2:30 PM, Wednesday 4:30 PM, Thursday 5:30 PM, Thursday 6:00 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 12:30 PM",2,1,0.5667708895696022,1,good_match
142,71,Morgan Lopez,morgan.lopez@sample.org,"WA, FL",Counselor,"Monday 9:00 AM, Monday 10:00 AM, Monday 3:30 PM, Tuesday 8:00 AM, Wednesday 10:00 AM, Wednesday 11:00 AM, Thursday 8:30 AM, Thursday 2:00 PM, Thursday 6:00 PM, Friday 11:30 AM, Friday 4:30 PM",Elliot Clark,elliot.clark@example.com,"IN, WY, FL","Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 4:00 PM, Tuesday 8:30 AM, Tuesday 12:00 PM, Wednesday 11:00 AM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 8:30 AM, Thursday 10:30 AM, Friday 11:00 AM, Friday 1:30 PM",4,2,0.7924479450404752,1,good_match
142,84,Morgan Lopez,morgan.lopez@sample.org,"WA, FL",Counselor,"Monday 9:00 AM, Monday 10:00 AM, Monday 3:30 PM, Tuesday 8:00 AM, Wednesday 10:00 AM, Wednesday 11:00 AM, Thursday 8:30 AM, Thursday 2:00 PM, Thursday 6:00 PM, Friday 11:30 AM, Friday 4:30 PM",Logan Lee,logan.lee@sample.org,FL,"Psychologist, Counselor, Social Worker","Monday 9:00 AM, Monday 3:00 PM, Monday 5:30 PM, Tuesday 11:00 AM, Tuesday 1:30 PM, Wednesday 2:00 PM, Thursday 10:00 AM, Thursday 11:30 AM, Thursday 3:00 PM, Friday 12:30 PM, Friday 3:30 PM",4,1,0.7478495639250164,1,good_match
144,20,Elliot Brooks,elliot.brooks@example.com,NM,Counselor,"Monday 8:30 AM, Tuesday 4:30 PM, Wednesday 1:30 PM, Thursday 4:30 PM, Friday 8:00 AM, Friday 9:30 AM, Friday 10:00 AM",Taylor Gonzalez,taylor.gonzalez@sample.org,NM,Counselor,"Monday 9:30 AM, Monday 12:00 PM, Tuesday 9:30 AM, Tuesday 11:30 AM, Tuesday 12:00 PM, Tuesday 3:00 PM, Tuesday 5:00 PM, Wednesday 8:00 AM, Wednesday 9:00 AM, Wednesday 12:30 PM, Thursday 9:00 AM, Thursday 10:30 AM, Thursday 5:30 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 3:00 PM, Friday 4:30 PM",2,1,0.6637408640027954,0,sampled_negative
146,71,Hayden Rivera,hayden.rivera@example.com,WY,Marriage and Family Therapist,"Monday 10:30 AM, Monday 6:00 PM, Tuesday 10:00 AM, Tuesday 10:30 AM, Tuesday 4:00 PM, Wednesday 9:30 AM, Wednesday 1:00 PM, Thursday 8:00 AM, Thursday 9:30 AM, Thursday 11:30 AM, Friday 10:00 AM, Friday 11:00 AM",Elliot Clark,elliot.clark@example.com,"IN, WY, FL","Marriage and Family Therapist, Counselor","Monday 8:00 AM, Monday 4:00 PM, Tuesday 8:30 AM, Tuesday 12:00 PM, Wednesday 11:00 AM, Wednesday 2:30 PM, Thursday 8:00 AM, Thursday 8:30 AM, Thursday 10:30 AM, Friday 11:00 AM, Friday 1:30 PM",4,2,0.7033128036868205,1,good_match
146,74,Hayden Rivera,hayden.rivera@example.com,WY,Marriage and Family Therapist,"Monday 10:30 AM, Monday 6:00 PM, Tuesday 10:00 AM, Tuesday 10:30 AM, Tuesday 4:00 PM, Wednesday 9:30 AM, Wednesday 1:00 PM, Thursday 8:00 AM, Thursday 9:30 AM, Thursday 11:30 AM, Friday 10:00 AM, Friday 11:00 AM",Rowan Clark,rowan.clark@mail.net,WY,"Marriage and Family Therapist, Psychologist","Monday 12:30 PM, Monday 2:30 PM, Monday 5:00 PM, Monday 5:30 PM, Tuesday 8:30 AM, Tuesday 10:00 AM, Tuesday 12:30 PM, Tuesday 1:30 PM, Thursday 3:00 PM, Thursday 6:00 PM, Friday 2:30 PM, Friday 3:00 PM",5,1,0.5566163467332956,1,good_match
146,80,Hayden Rivera,hayden.rivera@example.com,WY,Marriage and Family Therapist,"Monday 10:30 AM, Monday 6:00 PM, Tuesday 10:00 AM, Tuesday 10:30 AM, Tuesday 4:00 PM, Wednesday 9:30 AM, Wednesday 1:00 PM, Thursday 8:00 AM, Thursday 9:30 AM, Thursday 11:30 AM, Friday 10:00 AM, Friday 11:00 AM",Jamie Gonzalez,jamie.gonzalez@example.com,WY,"Counselor, Marriage and Family Therapist, Psychologist","Monday 10:30 AM, Monday 6:00 PM, Tuesday 8:00 AM, Tuesday 9:00 AM, Wednesday 10:00 AM, Wednesday 1:00 PM, Wednesday 3:00 PM, Thursday 4:00 PM, Friday 10:00 AM, Friday 12:00 PM, Friday 3:00 PM, Friday 5:30 PM",3,4,0.7095017007705722,1,good_match
147,117,Alex Brown,alex.brown@sample.org,AL,Social Worker,"Monday 12:30 PM, Monday 1:30 PM, Monday 2:00 PM, Monday 3:00 PM, Monday 5:30 PM, Thursday 8:00 AM, Thursday 9:00 AM, Thursday 1:00 PM, Friday 8:30 AM, Friday 12:00 PM, Friday 3:30 PM",Sam Hernandez,sam.hernandez@mail.net,"AL, WV, IN","Social Worker, Psychologist, Counselor","Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 3:30 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 5:00 PM, Thursday 11:00 AM, Thursday 5:30 PM, Friday 10:30 AM, Friday 12:30 PM, Friday 3:00 PM",5,0,0.7038895881011256,1,good_match
148,6,Alex Moore,alex.moore@sample.org,NJ,Marriage and Family Therapist,"Monday 10:30 AM, Monday 11:00 AM, Monday 2:00 PM, Tuesday 8:30 AM, Tuesday 4:00 PM, Wednesday 10:00 AM, Wednesday 4:30 PM, Friday 6:00 PM",Skyler Parker,skyler.parker@sample.org,NJ,"Marriage and Family Therapist, Psychologist, Social Worker","Monday 3:00 PM, Monday 6:00 PM, Tuesday 2:30 PM, Tuesday 4:00 PM, Wednesday 8:30 AM, Wednesday 2:30 PM, Thursday 10:30 AM, Thursday 5:30 PM, Friday 9:30 AM, Friday 2:00 PM, Friday 3:00 PM",4,1,0.710370476433775,1,good_match
148,60,Alex Moore,alex.moore@sample.org,NJ,Marriage and Family Therapist,"Monday 10:30 AM, Monday 11:00 AM, Monday 2:00 PM, Tuesday 8:30 AM, Tuesday 4:00 PM, Wednesday 10:00 AM, Wednesday 4:30 PM, Friday 6:00 PM",Alex Lopez,alex.lopez@mail.net,NJ,"Psychologist, Marriage and Family Therapist","Monday 10:00 AM, Monday 2:00 PM, Tuesday 11:00 AM, Tuesday 3:00 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 3:00 PM, Wednesday 6:00 PM, Thursday 3:30 PM, Thursday 6:00 PM, Friday 10:00 AM",3,1,0.7866488455708759,1,good_match
149,0,Jordan Parker,jordan.parker@mail.net,WV,Social Worker,"Monday 8:30 AM, Monday 10:30 AM, Monday 4:30 PM, Thursday 5:30 PM, Friday 8:00 AM, Friday 2:30 PM",Harper Hernandez,harper.hernandez@mail.net,WV,"Counselor, Social Worker","Monday 9:30 AM, Monday 10:00 AM, Monday 1:30 PM, Monday 2:30 PM, Tuesday 11:00 AM, Tuesday 12:00 PM, Wednesday 2:00 PM, Thursday 8:30 AM, Thursday 11:00 AM, Thursday 2:00 PM, Friday 9:00 AM, Friday 1:00 PM",6,0,0.6421384817222793,1,good_match
149,24,Jordan Parker,jordan.parker@mail.net,WV,Social Worker,"Monday 8:30 AM, Monday 10:30 AM, Monday 4:30 PM, Thursday 5:30 PM, Friday 8:00 AM, Friday 2:30 PM",Cameron Parker,cameron.parker@mail.net,WV,Social Worker,"Monday 1:30 PM, Tuesday 10:00 AM, Tuesday 11:30 AM, Tuesday 12:30 PM, Tuesday 5:00 PM, Wednesday 8:00 AM, Thursday 9:00 AM, Thursday 4:00 PM, Thursday 5:00 PM, Friday 8:00 AM, Friday 9:00 AM, Friday 2:00 PM, Friday 5:30 PM, Friday 6:00 PM",2,1,0.5012438346402726,1,good_match
149,79,Jordan Parker,jordan.parker@mail.net,WV,Social Worker,"Monday 8:30 AM, Monday 10:30 AM, Monday 4:30 PM, Thursday 5:30 PM, Friday 8:00 AM, Friday 2:30 PM",Sam Nguyen,sam.nguyen@example.com,WV,"Social Worker, Marriage and Family Therapist, Counselor","Monday 9:00 AM, Monday 12:30 PM, Monday 2:00 PM, Monday 4:30 PM, Monday 5:30 PM, Tuesday 9:00 AM, Tuesday 9:30 AM, Tuesday 11:00 AM, Tuesday 11:30 AM, Tuesday 4:00 PM, Tuesday 5:00 PM, Wednesday 8:30 AM, Wednesday 10:00 AM, Wednesday 6:00 PM, Thursday 8:30 AM, Thursday 11:00 AM, Friday 3:00 PM, Friday 4:00 PM",6,1,0.48509340598844614,1,good_match
149,117,Jordan Parker,jordan.parker@mail.net,WV,Social Worker,"Monday 8:30 AM, Monday 10:30 AM, Monday 4:30 PM, Thursday 5:30 PM, Friday 8:00 AM, Friday 2:30 PM",Sam Hernandez,sam.hernandez@mail.net,"AL, WV, IN","Social Worker, Psychologist, Counselor","Monday 10:00 AM, Monday 11:30 AM, Monday 12:00 PM, Monday 4:30 PM, Tuesday 9:00 AM, Tuesday 3:30 PM, Wednesday 10:30 AM, Wednesday 1:00 PM, Wednesday 1:30 PM, Wednesday 5:00 PM, Thursday 11:00 AM, Thursday 5:30 PM, Friday 10:30 AM, Friday 12:30 PM, Friday 3:00 PM",5,2,0.6613583199821946,1,good_match
